order_id,order_date,category,product_name,region,sales_channel,customer_segment,payment_method,unit_price,quantity,discount_pct,revenue,units_returned,customer_rating,delivery_days
228,2025-11-12,Home & Garden,Blender,Asia Pacific,In-Store,Returning,Crypto,1031.42,7,0,7219.94,0,1.6,2
229,2025-05-22,Toys,Action Figure,Latin America,Mobile App,Returning,PayPal,968.71,8,10,6974.71,0,3.8,14
230,2025-11-27,Books,Self-Help Book,Middle East,In-Store,Churned,Bank Transfer,86.58,8,25,519.48,0,2.0,11
231,2025-07-18,Clothing,Sneakers,North America,Mobile App,Premium,PayPal,1291.92,19,20,19637.18,0,3.7,13
232,2025-04-21,Automotive,Car Mat,North America,Online,New,Bank Transfer,64.54,2,20,103.26,0,3.5,9
233,2025-02-12,Toys,Puzzle,Latin America,Online,Returning,Bank Transfer,468.31,17,5,7563.21,0,1.6,6
234,2025-01-30,Toys,RC Car,North America,Mobile App,Churned,PayPal,370.5,14,0,5187.0,0,3.4,5
235,2025-09-12,Home & Garden,Sofa,North America,In-Store,New,PayPal,1429.76,17,10,21875.33,0,1.5,13
236,2025-05-20,Books,Comic Book,North America,Online,Premium,Crypto,788.16,9,0,7093.44,0,3.0,1
237,2025-02-22,Automotive,Seat Cover,Europe,Mobile App,Returning,Bank Transfer,1341.93,4,5,5099.33,0,1.0,14
238,2025-03-18,Electronics,Smartphone,North America,Marketplace,Premium,Crypto,272.55,2,20,436.08,0,2.0,12
239,2025-12-11,Beauty,Perfume,North America,Mobile App,New,Buy Now Pay Later,1353.4,6,5,7714.38,0,4.9,7
240,2025-10-11,Clothing,Jacket,Asia Pacific,Mobile App,Premium,Credit Card,687.84,12,5,7841.38,0,4.1,12
241,2025-05-06,Sports,Bicycle,Asia Pacific,Marketplace,Returning,Buy Now Pay Later,230.1,14,0,3221.4,0,2.4,14
242,2025-04-16,Electronics,Tablet,North America,Marketplace,Premium,Credit Card,797.07,8,20,5101.25,0,1.2,3
243,2025-08-23,Books,Fiction Novel,North America,In-Store,Churned,Bank Transfer,1461.96,3,0,4385.88,0,3.5,7
244,2025-05-02,Clothing,Sneakers,Middle East,Online,Churned,PayPal,441.06,11,20,3881.33,0,3.9,6
245,2025-10-27,Automotive,Jump Starter,Europe,Online,Returning,PayPal,167.91,4,0,671.64,0,2.3,2
246,2025-03-03,Beauty,Lipstick,Latin America,Mobile App,Churned,Bank Transfer,140.18,10,0,1401.8,0,4.4,3
247,2025-01-26,Clothing,Suit,Europe,Mobile App,Churned,Buy Now Pay Later,1017.39,9,0,9156.51,6,4.4,9
248,2025-01-07,Sports,Yoga Mat,Latin America,Online,Returning,Credit Card,97.2,8,0,777.6,0,2.6,11
249,2025-02-03,Clothing,Sneakers,Middle East,Mobile App,New,Credit Card,300.64,15,0,4509.6,13,4.3,6
250,2025-08-10,Clothing,T-Shirt,Latin America,Online,Returning,Buy Now Pay Later,1233.42,13,25,12025.85,10,2.7,6
251,2025-01-18,Sports,Dumbbells,Asia Pacific,Mobile App,Churned,PayPal,923.09,20,5,17538.71,0,3.0,9
252,2025-08-03,Automotive,Car Mat,North America,Mobile App,Churned,PayPal,303.19,17,5,4896.52,0,4.2,13
253,2025-10-17,Electronics,Headphones,Asia Pacific,Marketplace,Churned,Bank Transfer,756.08,13,10,8846.14,0,2.3,4
254,2025-04-30,Electronics,Tablet,North America,Marketplace,Premium,Buy Now Pay Later,1461.1,4,5,5552.18,0,2.1,14
255,2025-04-01,Electronics,Smartphone,Middle East,Marketplace,Premium,PayPal,358.64,11,15,3353.28,0,1.1,12
256,2025-10-05,Beauty,Mascara,Middle East,In-Store,Returning,Crypto,467.03,16,0,7472.48,7,3.4,1
257,2025-04-01,Automotive,Car Mat,Asia Pacific,In-Store,Returning,Bank Transfer,1378.58,11,0,15164.38,9,3.8,3
258,2025-10-28,Clothing,Sneakers,Asia Pacific,Online,Premium,Crypto,156.04,10,15,1326.34,0,1.6,7
259,2025-12-07,Automotive,Air Freshener,Asia Pacific,In-Store,Premium,PayPal,885.48,6,20,4250.3,0,3.8,3
260,2025-11-05,Home & Garden,Curtains,North America,Marketplace,New,PayPal,480.73,20,5,9133.87,0,1.4,8
261,2025-03-27,Home & Garden,Plant Pot,North America,In-Store,Premium,Bank Transfer,956.1,3,15,2438.06,0,2.1,4
262,2025-07-17,Clothing,Dress,Asia Pacific,Online,New,Credit Card,660.14,14,0,9241.96,0,3.0,7
263,2025-11-30,Beauty,Mascara,Latin America,Online,Churned,Buy Now Pay Later,1138.57,8,0,9108.56,0,4.2,1
264,2025-06-25,Books,Fiction Novel,Asia Pacific,Mobile App,New,Credit Card,259.31,13,0,3371.03,0,3.2,2
265,2025-12-01,Beauty,Mascara,Middle East,Marketplace,New,Crypto,251.67,14,0,3523.38,5,1.8,4
266,2025-05-02,Toys,Doll,Middle East,Mobile App,Premium,Bank Transfer,148.39,13,25,1446.8,0,2.4,7
267,2025-01-14,Clothing,Dress,Middle East,Marketplace,Returning,Credit Card,314.39,10,0,3143.9,0,1.5,13
268,2025-07-18,Toys,Puzzle,Latin America,Mobile App,New,Buy Now Pay Later,281.4,13,15,3109.47,0,1.2,8
269,2025-12-23,Automotive,Jump Starter,Europe,Mobile App,New,PayPal,1002.87,3,15,2557.32,0,2.7,13
270,2025-12-18,Sports,Tennis Racket,North America,Marketplace,Churned,Buy Now Pay Later,1301.01,16,5,19775.35,0,1.3,14
271,2025-03-30,Electronics,Smart Watch,Middle East,In-Store,New,Crypto,1423.85,6,5,8115.94,0,1.5,7
272,2025-05-13,Clothing,Suit,Latin America,In-Store,Returning,Buy Now Pay Later,483.03,3,0,1449.09,0,2.6,6
273,2025-08-01,Books,Biography,Latin America,Online,Churned,Credit Card,228.72,19,0,4345.68,0,3.3,2
274,2025-12-02,Books,Biography,Asia Pacific,Marketplace,Premium,Crypto,730.95,20,25,10964.25,8,2.6,10
275,2025-09-01,Toys,LEGO Set,Latin America,Mobile App,Returning,Credit Card,1381.65,12,0,16579.8,0,4.2,5
276,2025-08-15,Books,Cookbook,North America,In-Store,Returning,Bank Transfer,1162.18,11,10,11505.58,0,3.4,2
277,2025-07-11,Sports,Bicycle,Europe,Marketplace,Churned,Buy Now Pay Later,1232.42,17,0,20951.14,16,2.6,13
278,2025-01-17,Electronics,Smartphone,Europe,In-Store,New,PayPal,687.39,12,5,7836.25,0,4.3,9
279,2025-09-08,Toys,Doll,North America,Online,Returning,Bank Transfer,893.1,6,25,4018.95,0,2.4,3
280,2025-01-26,Books,Comic Book,North America,Mobile App,New,Crypto,248.55,19,5,4486.33,0,3.6,11
281,2025-03-09,Sports,Running Shoes,Latin America,Online,New,Crypto,972.82,20,0,19456.4,0,3.4,5
282,2025-04-22,Books,Cookbook,Latin America,Mobile App,Churned,Bank Transfer,702.71,17,20,9556.86,0,1.0,11
283,2025-09-04,Beauty,Mascara,Middle East,Mobile App,Premium,Credit Card,100.44,9,15,768.37,0,2.0,12
284,2025-07-26,Books,Self-Help Book,Europe,In-Store,New,Buy Now Pay Later,992.49,5,0,4962.45,0,5.0,5
285,2025-04-24,Toys,Puzzle,Latin America,Online,Returning,Bank Transfer,1031.05,16,15,14022.28,0,4.4,14
286,2025-10-14,Home & Garden,Plant Pot,North America,Marketplace,Returning,Bank Transfer,1145.56,6,15,5842.36,0,1.9,4
287,2025-05-31,Books,Cookbook,Asia Pacific,Mobile App,Premium,Buy Now Pay Later,698.32,4,25,2094.96,0,2.9,4
288,2025-03-19,Clothing,Suit,Latin America,Mobile App,Churned,Credit Card,210.36,7,15,1251.64,0,3.3,8
289,2025-11-20,Home & Garden,Plant Pot,Europe,Online,Churned,Bank Transfer,1480.03,11,0,16280.33,4,1.8,13
290,2025-11-11,Home & Garden,Mattress,Europe,Marketplace,New,PayPal,653.4,14,20,7318.08,0,2.9,1
291,2025-09-29,Electronics,Smart Watch,Europe,Mobile App,New,Bank Transfer,289.91,1,5,275.41,0,4.5,5
292,2025-01-24,Home & Garden,Sofa,Latin America,Mobile App,Returning,Credit Card,450.81,10,25,3381.08,0,3.4,6
293,2025-04-07,Toys,Doll,Europe,Mobile App,Churned,Bank Transfer,251.5,13,0,3269.5,0,3.9,3
294,2025-12-31,Sports,Swim Goggles,North America,In-Store,New,Bank Transfer,977.56,2,20,1564.1,0,2.0,9
295,2025-12-20,Electronics,Smart Watch,North America,Online,New,Credit Card,178.11,15,20,2137.32,0,2.0,12
296,2025-12-06,Home & Garden,Lamp,North America,Mobile App,Churned,Credit Card,782.86,20,0,15657.2,0,4.6,9
297,2025-11-08,Clothing,Dress,North America,Online,Churned,PayPal,303.63,9,5,2596.04,0,2.6,3
298,2025-05-01,Electronics,Smart Watch,Latin America,In-Store,Churned,Bank Transfer,9.09,3,0,27.27,0,3.7,3
299,2025-08-22,Clothing,Sneakers,North America,Online,Premium,PayPal,1483.06,10,10,13347.54,0,1.4,3
300,2025-02-18,Electronics,Tablet,Asia Pacific,Mobile App,Churned,Credit Card,1277.61,2,0,2555.22,0,3.7,3
301,2025-06-25,Beauty,Perfume,Latin America,Mobile App,New,Bank Transfer,278.39,13,20,2895.26,0,2.1,7
302,2025-03-23,Automotive,Phone Mount,Europe,Online,Returning,Credit Card,160.05,19,25,2280.71,0,3.7,3
303,2025-09-07,Toys,Action Figure,Middle East,Online,Returning,Crypto,173.84,14,25,1825.32,4,3.6,1
304,2025-09-04,Sports,Swim Goggles,Asia Pacific,Online,Churned,PayPal,521.9,13,0,6784.7,0,3.2,10
305,2025-02-08,Electronics,Laptop,Europe,Marketplace,Churned,PayPal,1128.39,11,5,11791.68,0,2.1,9
306,2025-08-24,Sports,Tennis Racket,Latin America,Marketplace,Returning,Credit Card,669.06,19,25,9534.1,15,2.8,2
307,2025-01-19,Automotive,Air Freshener,North America,Online,Churned,Crypto,837.91,1,0,837.91,0,4.9,11
308,2025-07-06,Books,Biography,Middle East,In-Store,Churned,Bank Transfer,1238.84,8,25,7433.04,0,4.1,10
309,2025-12-04,Automotive,Air Freshener,Asia Pacific,Marketplace,New,Credit Card,336.51,11,15,3146.37,0,4.9,5
310,2025-03-13,Beauty,Foundation,North America,Online,Returning,Crypto,1233.65,14,0,17271.1,0,1.8,2
311,2025-08-01,Toys,Board Game,Latin America,In-Store,Premium,Credit Card,74.52,19,0,1415.88,0,2.8,11
312,2025-09-05,Home & Garden,Blender,North America,Online,Churned,Buy Now Pay Later,1386.93,6,0,8321.58,0,1.5,7
313,2025-07-23,Beauty,Mascara,Latin America,Marketplace,Returning,Bank Transfer,1445.57,10,25,10841.77,0,1.6,10
314,2025-04-18,Books,Comic Book,Middle East,Mobile App,Returning,PayPal,938.13,10,15,7974.1,0,1.5,12
315,2025-10-15,Home & Garden,Mattress,Middle East,Mobile App,New,Bank Transfer,723.15,19,20,10991.88,0,4.6,9
316,2025-03-16,Books,Cookbook,North America,Online,New,Crypto,84.33,2,5,160.23,0,4.1,5
317,2025-01-17,Books,Self-Help Book,North America,Mobile App,Returning,Buy Now Pay Later,541.23,15,0,8118.45,0,3.7,9
318,2025-12-23,Sports,Swim Goggles,Middle East,Marketplace,Returning,Buy Now Pay Later,435.02,2,20,696.03,0,4.8,11
319,2025-11-14,Beauty,Mascara,North America,Online,Premium,PayPal,1303.93,15,5,18581.0,0,3.8,11
320,2025-08-18,Beauty,Mascara,Middle East,In-Store,Returning,Bank Transfer,270.25,3,0,810.75,0,3.9,2
321,2025-03-24,Toys,LEGO Set,Latin America,Mobile App,Premium,PayPal,878.06,9,0,7902.54,0,3.8,3
322,2025-10-21,Electronics,Smartphone,Asia Pacific,Online,Premium,Crypto,827.49,3,15,2110.1,0,4.8,9
323,2025-06-28,Clothing,Sneakers,Europe,Marketplace,Churned,Credit Card,335.69,7,15,1997.36,0,2.2,13
324,2025-05-04,Automotive,Seat Cover,North America,Online,Premium,Crypto,1357.22,20,5,25787.18,0,3.7,6
325,2025-09-22,Toys,LEGO Set,Latin America,Mobile App,Premium,Credit Card,1234.05,12,25,11106.45,0,2.2,11
326,2025-10-03,Sports,Running Shoes,Middle East,Online,New,PayPal,802.14,3,5,2286.1,0,4.1,14
327,2025-01-13,Toys,LEGO Set,Europe,Marketplace,New,PayPal,691.54,11,0,7606.94,0,1.7,5
328,2025-08-19,Clothing,Sneakers,Europe,Mobile App,Churned,Crypto,947.17,14,15,11271.32,10,1.5,1
329,2025-09-15,Clothing,Suit,Middle East,Online,New,Bank Transfer,163.67,10,0,1636.7,0,4.7,7
330,2025-04-23,Toys,Doll,North America,Marketplace,Returning,Buy Now Pay Later,208.89,13,10,2444.01,0,1.6,11
331,2025-01-03,Beauty,Moisturizer,Middle East,In-Store,New,Credit Card,861.21,13,0,11195.73,0,4.0,12
332,2025-04-24,Beauty,Lipstick,Latin America,In-Store,Returning,PayPal,927.24,9,5,7927.9,0,3.7,10
333,2025-05-09,Electronics,Smart Watch,Latin America,Online,Premium,Credit Card,151.81,19,25,2163.29,0,2.4,11
334,2025-09-06,Sports,Yoga Mat,Asia Pacific,Online,Returning,Bank Transfer,678.72,20,10,12216.96,0,1.6,10
335,2025-05-07,Beauty,Perfume,Latin America,In-Store,New,Bank Transfer,1179.56,14,10,14862.46,0,1.5,12
336,2025-09-07,Beauty,Serum,Latin America,Marketplace,Premium,Bank Transfer,829.75,6,0,4978.5,0,4.4,3
337,2025-11-20,Sports,Running Shoes,North America,Online,New,Buy Now Pay Later,51.64,19,20,784.93,0,1.9,1
338,2025-07-20,Books,Biography,Middle East,Marketplace,Returning,Bank Transfer,338.84,19,10,5794.16,0,3.0,2
339,2025-12-17,Toys,Action Figure,Middle East,Online,Returning,Buy Now Pay Later,252.94,17,0,4299.98,0,1.7,10
340,2025-09-07,Home & Garden,Curtains,Latin America,Mobile App,New,PayPal,351.47,9,15,2688.75,0,3.7,9
341,2025-11-29,Beauty,Serum,Latin America,Marketplace,New,Credit Card,489.49,17,10,7489.2,0,2.1,9
342,2025-05-09,Home & Garden,Blender,Latin America,Mobile App,New,Buy Now Pay Later,567.61,8,20,3632.7,0,4.5,8
343,2025-04-28,Automotive,Seat Cover,North America,In-Store,Churned,PayPal,120.25,9,5,1028.14,0,1.6,10
344,2025-09-04,Clothing,Suit,Europe,Marketplace,Premium,Credit Card,1014.47,16,5,15419.94,0,3.6,7
345,2025-11-19,Electronics,Smartphone,North America,In-Store,Returning,PayPal,771.4,19,0,14656.6,8,4.7,9
346,2025-04-21,Toys,RC Car,Middle East,Online,Premium,Credit Card,676.56,16,25,8118.72,0,4.3,10
347,2025-08-21,Home & Garden,Mattress,Europe,Mobile App,Returning,Bank Transfer,896.82,3,5,2555.94,0,1.5,1
348,2025-02-19,Sports,Tennis Racket,Middle East,Marketplace,Returning,Buy Now Pay Later,270.25,20,0,5405.0,0,3.1,13
349,2025-09-25,Clothing,T-Shirt,Latin America,In-Store,New,Crypto,633.92,2,20,1014.27,0,4.2,13
350,2025-05-11,Toys,Action Figure,Middle East,Online,Churned,PayPal,718.33,8,0,5746.64,0,4.5,7
351,2025-01-04,Books,Self-Help Book,North America,Online,New,Buy Now Pay Later,565.67,7,15,3365.74,0,1.4,7
352,2025-05-22,Books,Textbook,Middle East,Marketplace,Premium,Buy Now Pay Later,1487.74,13,5,18373.59,0,4.1,8
353,2025-10-23,Home & Garden,Plant Pot,Middle East,Marketplace,Premium,Bank Transfer,519.81,13,0,6757.53,0,3.6,12
354,2025-07-25,Sports,Bicycle,Europe,Online,Returning,Buy Now Pay Later,1180.19,18,0,21243.42,0,4.9,1
355,2025-05-15,Clothing,Jeans,Latin America,Marketplace,New,Credit Card,336.55,3,0,1009.65,0,4.7,7
356,2025-08-13,Books,Comic Book,Middle East,Online,Returning,Crypto,21.01,17,10,321.45,0,4.1,9
357,2025-12-02,Sports,Tennis Racket,Europe,Online,Premium,PayPal,5.43,6,0,32.58,0,4.1,6
358,2025-02-16,Toys,Puzzle,Middle East,In-Store,New,Credit Card,826.64,18,15,12647.59,0,4.3,4
359,2025-07-28,Sports,Bicycle,Latin America,Online,Premium,PayPal,761.83,18,0,13712.94,0,2.4,2
360,2025-10-16,Books,Biography,Middle East,Mobile App,Churned,Crypto,728.03,8,15,4950.6,0,2.8,8
361,2025-11-21,Electronics,Headphones,North America,Mobile App,New,Crypto,1184.04,8,5,8998.7,0,2.6,6
362,2025-07-24,Electronics,Camera,Asia Pacific,In-Store,Premium,Credit Card,1012.18,11,0,11133.98,0,1.7,6
363,2025-09-13,Beauty,Lipstick,Middle East,Mobile App,Returning,PayPal,1106.98,8,5,8413.05,0,1.8,4
364,2025-02-10,Sports,Tennis Racket,Asia Pacific,In-Store,New,Credit Card,1015.34,16,0,16245.44,0,3.2,1
365,2025-05-21,Automotive,Jump Starter,Middle East,Mobile App,Churned,Buy Now Pay Later,738.75,17,10,11302.88,0,4.0,3
366,2025-06-27,Electronics,Smart Watch,Latin America,Marketplace,New,Buy Now Pay Later,593.61,6,25,2671.24,0,3.8,8
367,2025-10-25,Beauty,Foundation,North America,Online,Returning,Crypto,155.62,12,10,1680.7,0,2.1,5
368,2025-08-06,Automotive,Seat Cover,Asia Pacific,Mobile App,Returning,Crypto,319.75,12,15,3261.45,0,2.1,3
369,2025-10-12,Home & Garden,Mattress,Europe,Online,Premium,PayPal,651.17,13,5,8041.95,0,4.8,3
370,2025-11-19,Automotive,Car Mat,Europe,Marketplace,Churned,PayPal,777.93,11,25,6417.92,0,3.2,10
371,2025-05-11,Electronics,Headphones,North America,In-Store,New,PayPal,717.43,4,25,2152.29,0,2.0,6
372,2025-12-14,Books,Textbook,North America,Marketplace,New,Bank Transfer,1444.86,7,0,10114.02,0,2.1,6
373,2025-05-27,Automotive,Air Freshener,Latin America,Online,Churned,Buy Now Pay Later,698.31,5,0,3491.55,0,4.7,7
374,2025-06-10,Toys,LEGO Set,North America,In-Store,Premium,PayPal,478.73,10,10,4308.57,0,2.6,8
375,2025-04-05,Beauty,Foundation,Middle East,Marketplace,Churned,PayPal,1282.05,5,5,6089.74,0,4.8,12
376,2025-02-02,Clothing,Jeans,Europe,Marketplace,New,Credit Card,1405.51,16,0,22488.16,12,3.1,2
377,2025-06-08,Clothing,Dress,Middle East,In-Store,New,Crypto,347.89,10,25,2609.17,0,1.5,14
378,2025-08-28,Home & Garden,Sofa,North America,Mobile App,Premium,Crypto,1462.6,18,10,23694.12,0,1.5,12
379,2025-11-24,Home & Garden,Mattress,Middle East,Marketplace,Churned,Buy Now Pay Later,961.09,10,15,8169.26,0,1.9,2
380,2025-06-05,Automotive,Jump Starter,Asia Pacific,Marketplace,Premium,PayPal,20.78,17,0,353.26,0,2.9,1
381,2025-11-02,Automotive,Phone Mount,Asia Pacific,Online,Churned,Bank Transfer,350.67,1,15,298.07,0,4.5,7
382,2025-05-15,Toys,Board Game,Europe,Marketplace,Churned,PayPal,123.42,8,10,888.62,0,4.0,13
383,2025-05-29,Books,Cookbook,Europe,Online,Returning,PayPal,169.98,15,25,1912.27,0,3.5,4
384,2025-02-22,Beauty,Moisturizer,Europe,Online,New,PayPal,426.76,5,25,1600.35,0,1.9,3
385,2025-09-13,Electronics,Headphones,Europe,Mobile App,Churned,Bank Transfer,1496.96,15,0,22454.4,0,4.4,3
386,2025-04-09,Electronics,Tablet,Latin America,Online,Churned,PayPal,1344.07,9,20,9677.3,0,1.5,13
387,2025-08-24,Sports,Bicycle,Latin America,In-Store,New,PayPal,1104.31,4,5,4196.38,0,3.7,5
388,2025-11-23,Beauty,Lipstick,North America,Online,Premium,Crypto,451.73,12,0,5420.76,0,1.9,2
389,2025-05-22,Sports,Swim Goggles,Latin America,Mobile App,New,PayPal,879.12,13,5,10857.13,0,3.3,12
390,2025-05-08,Automotive,Air Freshener,Middle East,In-Store,Premium,Credit Card,240.76,3,15,613.94,0,5.0,11
391,2025-09-07,Electronics,Laptop,Asia Pacific,In-Store,New,PayPal,352.85,18,15,5398.6,0,2.8,4
392,2025-01-21,Electronics,Camera,Latin America,Mobile App,Returning,Bank Transfer,730.53,15,10,9862.15,0,3.0,10
393,2025-11-03,Home & Garden,Mattress,Asia Pacific,Mobile App,Churned,Bank Transfer,1372.14,18,0,24698.52,4,2.8,14
394,2025-07-14,Books,Biography,Asia Pacific,Marketplace,New,Buy Now Pay Later,1101.82,1,15,936.55,0,2.0,12
395,2025-12-16,Clothing,Suit,Middle East,Marketplace,Returning,Buy Now Pay Later,748.84,18,0,13479.12,0,2.3,11
396,2025-04-02,Beauty,Moisturizer,North America,Online,New,PayPal,1310.87,7,0,9176.09,0,1.4,10
397,2025-04-24,Toys,Doll,Latin America,Mobile App,New,Bank Transfer,910.9,3,0,2732.7,0,1.8,8
398,2025-12-29,Clothing,Jacket,North America,Mobile App,Churned,Bank Transfer,92.16,20,10,1658.88,0,3.9,14
399,2025-09-30,Books,Fiction Novel,Europe,Online,New,PayPal,581.07,7,5,3864.12,0,4.8,9
400,2025-02-23,Toys,Doll,North America,Mobile App,Churned,Crypto,254.38,6,20,1221.02,0,3.6,9
401,2025-11-21,Automotive,Jump Starter,Asia Pacific,Mobile App,Premium,Crypto,648.73,11,5,6779.23,0,1.9,13
402,2025-01-18,Books,Textbook,Latin America,Marketplace,Churned,Credit Card,1474.52,20,0,29490.4,0,5.0,5
403,2025-12-20,Electronics,Tablet,Europe,In-Store,Premium,Credit Card,1234.39,18,0,22219.02,14,2.4,3
404,2025-06-03,Books,Textbook,Middle East,In-Store,Returning,Bank Transfer,142.4,13,5,1758.64,0,3.9,13
405,2025-10-23,Automotive,Dash Cam,Latin America,Online,Premium,Credit Card,575.41,2,15,978.2,0,4.3,7
406,2025-06-06,Clothing,Jeans,Middle East,Online,Churned,Credit Card,788.95,11,0,8678.45,0,3.8,3
407,2025-08-10,Electronics,Camera,Latin America,Marketplace,New,PayPal,438.23,13,0,5696.99,0,1.3,10
408,2025-09-14,Electronics,Smart Watch,Latin America,Mobile App,New,Crypto,654.56,5,0,3272.8,0,1.8,7
409,2025-05-17,Sports,Tennis Racket,Middle East,In-Store,Returning,Credit Card,1166.27,11,0,12828.97,0,2.7,6
410,2025-03-28,Beauty,Lipstick,Asia Pacific,Mobile App,New,Bank Transfer,1481.54,20,25,22223.1,0,2.8,14
411,2025-01-28,Sports,Dumbbells,Asia Pacific,In-Store,New,Credit Card,368.36,20,0,7367.2,0,4.3,1
412,2025-01-12,Beauty,Foundation,North America,Mobile App,Churned,Crypto,501.16,18,5,8569.84,0,3.1,5
413,2025-12-06,Automotive,Seat Cover,Europe,Online,Churned,Buy Now Pay Later,792.56,9,0,7133.04,3,4.2,10
414,2025-12-05,Books,Fiction Novel,Latin America,Online,New,Crypto,410.61,12,0,4927.32,10,2.5,7
415,2025-09-14,Clothing,Dress,Latin America,Online,Returning,PayPal,1450.35,18,0,26106.3,16,2.2,8
416,2025-07-01,Toys,Doll,Europe,Online,Premium,Bank Transfer,939.72,8,10,6765.98,0,3.5,7
417,2025-07-21,Electronics,Smart Watch,Asia Pacific,In-Store,Returning,Bank Transfer,987.11,3,20,2369.06,0,3.7,14
418,2025-11-06,Sports,Bicycle,Europe,In-Store,Churned,Bank Transfer,497.28,18,0,8951.04,0,1.6,9
419,2025-12-02,Sports,Dumbbells,Asia Pacific,In-Store,Churned,PayPal,1399.88,6,15,7139.39,4,4.8,2
420,2025-07-30,Home & Garden,Plant Pot,Europe,Online,Premium,Crypto,458.51,9,0,4126.59,0,1.4,3
421,2025-04-29,Electronics,Smart Watch,Middle East,Mobile App,Returning,Buy Now Pay Later,350.21,1,15,297.68,0,1.5,14
422,2025-08-31,Automotive,Air Freshener,Asia Pacific,In-Store,Churned,Crypto,210.58,7,5,1400.36,6,4.9,5
423,2025-08-13,Toys,Board Game,Europe,In-Store,New,PayPal,1301.36,16,15,17698.5,0,4.6,7
424,2025-11-10,Toys,LEGO Set,Middle East,Marketplace,Premium,Crypto,1409.01,19,0,26771.19,0,2.8,14
425,2025-07-18,Electronics,Smartphone,Middle East,Marketplace,New,Buy Now Pay Later,776.61,2,5,1475.56,0,2.6,5
426,2025-01-28,Books,Cookbook,Europe,Marketplace,Premium,Buy Now Pay Later,1036.48,5,25,3886.8,0,2.8,12
427,2025-06-15,Clothing,Jeans,Middle East,In-Store,Churned,Crypto,679.07,6,25,3055.82,0,3.9,4
428,2025-02-16,Automotive,Car Mat,Asia Pacific,Mobile App,Returning,Credit Card,175.68,15,15,2239.92,11,2.5,13
429,2025-06-21,Home & Garden,Blender,Middle East,Marketplace,New,PayPal,850.41,5,0,4252.05,0,1.7,12
430,2025-11-17,Electronics,Headphones,Asia Pacific,Mobile App,Churned,Bank Transfer,275.14,5,5,1306.91,2,1.0,8
431,2025-10-29,Automotive,Seat Cover,North America,Marketplace,Returning,PayPal,990.91,15,20,11890.92,0,3.4,1
432,2025-03-17,Sports,Tennis Racket,Asia Pacific,In-Store,New,PayPal,87.32,12,0,1047.84,0,1.1,10
433,2025-04-02,Books,Textbook,North America,Online,New,Crypto,246.2,10,0,2462.0,0,4.0,6
434,2025-02-04,Electronics,Laptop,Asia Pacific,Mobile App,Premium,Crypto,1138.87,18,0,20499.66,0,1.5,12
435,2025-11-10,Books,Textbook,Middle East,Marketplace,Returning,PayPal,91.99,19,0,1747.81,0,3.8,13
436,2025-10-22,Books,Cookbook,Middle East,Mobile App,Premium,Buy Now Pay Later,1492.56,12,0,17910.72,0,3.0,12
437,2025-01-01,Automotive,Phone Mount,Europe,In-Store,Premium,PayPal,181.72,15,0,2725.8,0,1.8,10
438,2025-11-23,Toys,Puzzle,North America,Mobile App,Premium,Buy Now Pay Later,322.45,7,10,2031.44,0,1.3,5
439,2025-10-19,Beauty,Moisturizer,North America,Mobile App,Premium,Crypto,925.91,1,0,925.91,0,4.3,11
440,2025-11-18,Automotive,Phone Mount,North America,In-Store,Churned,PayPal,693.62,18,15,10612.39,0,4.3,12
441,2025-10-23,Electronics,Smart Watch,Asia Pacific,Mobile App,New,PayPal,1029.81,12,0,12357.72,0,2.1,1
442,2025-11-01,Beauty,Serum,Middle East,In-Store,Churned,PayPal,179.68,10,15,1527.28,0,2.1,2
443,2025-09-26,Automotive,Dash Cam,Asia Pacific,Marketplace,Premium,PayPal,456.97,4,15,1553.7,0,4.1,2
444,2025-06-24,Automotive,Seat Cover,North America,Marketplace,Returning,PayPal,1385.84,17,10,21203.35,0,1.6,14
445,2025-07-18,Clothing,Sneakers,Europe,In-Store,New,Crypto,1071.95,17,0,18223.15,1,3.7,10
446,2025-12-04,Clothing,Dress,Latin America,Online,New,Buy Now Pay Later,1119.6,1,10,1007.64,0,1.8,4
447,2025-05-20,Sports,Running Shoes,Asia Pacific,Mobile App,Churned,Credit Card,228.23,9,0,2054.07,8,3.1,4
448,2025-10-21,Beauty,Mascara,Asia Pacific,Mobile App,Returning,Bank Transfer,371.01,3,10,1001.73,0,2.4,8
449,2025-07-16,Electronics,Smartphone,North America,Marketplace,New,Credit Card,85.43,14,20,956.82,0,3.4,10
450,2025-12-10,Automotive,Seat Cover,Asia Pacific,Mobile App,Premium,PayPal,1214.9,3,25,2733.53,0,1.4,13
451,2025-04-29,Automotive,Car Mat,Latin America,Mobile App,Churned,Crypto,1421.44,5,10,6396.48,0,2.6,12
452,2025-09-01,Beauty,Perfume,Latin America,Marketplace,New,Credit Card,173.77,16,25,2085.24,0,2.1,6
453,2025-10-12,Home & Garden,Mattress,North America,Marketplace,New,Bank Transfer,975.93,10,25,7319.47,0,2.7,10
454,2025-06-24,Sports,Tennis Racket,Europe,Marketplace,Churned,Credit Card,316.32,19,20,4808.06,0,2.7,13
455,2025-09-07,Beauty,Mascara,Europe,In-Store,New,Buy Now Pay Later,175.91,20,25,2638.65,0,1.4,8
456,2025-07-14,Home & Garden,Plant Pot,Latin America,Online,New,Buy Now Pay Later,494.48,2,0,988.96,0,1.6,10
